Name,Median Gross Rent(monthly),Total Household Income(yearly),Total population,Transportation To Work,Wage,Health Insurance Coverage,Employment Status,Bedrooms,Total Contract Rent,Total Rent Asked,Total Gross Rent,Aggregate Gross Rent,Median Value,Total Price Asked,Selected Monthly Owner Costs,Monthly Housing Cost,state_id,county_id,regionid
"Census Tract 760, Monroe County, Alabama",483,1241,3174,0,617,3109,2568,1590,648,52,648,226800,108700,0,593,1241,01,099,076000
"Census Tract 759, Monroe County, Alabama",525,2092,6086,0,1053,5924,4740,2685,652,86,652,176200,102000,0,1440,2092,01,099,075900
"Census Tract 761, Monroe County, Alabama",517,2528,6919,0,1362,6919,5193,3014,1001,19,1001,319900,104800,7,1527,2528,01,099,076100
"Census Tract 756, Monroe County, Alabama",536,499,1215,0,212,1215,1047,889,166,0,166,20800,37600,14,333,499,01,099,075600
"Census Tract 9654.02, Cullman County, Alabama",642,1652,4111,0,943,4105,3523,2008,328,21,328,161300,87000,12,1324,1652,01,043,965402
"Census Tract 9654.01, Cullman County, Alabama",647,1133,2864,0,462,2640,2550,1488,479,146,479,305900,97800,31,654,1133,01,043,965401
"Census Tract 104.01, Etowah County, Alabama",744,1459,3653,0,1123,3614,2728,1771,918,69,918,702000,115000,0,541,1459,01,055,010401
"Census Tract 106.02, Etowah County, Alabama",685,1355,3780,12,878,3780,3085,1710,249,0,249,95700,73400,48,1106,1355,01,055,010602
"Census Tract 112, Etowah County, Alabama",432,1034,2438,13,543,2432,1882,1428,640,0,640,288900,47000,26,394,1034,01,055,011200
"Census Tract 110.01, Etowah County, Alabama",653,1665,4699,0,1086,4699,3685,1947,260,15,260,113500,107000,23,1405,1665,01,055,011001
"Census Tract 110.02, Etowah County, Alabama",658,1627,4720,0,1182,4720,3821,1883,262,0,262,130200,106100,23,1365,1627,01,055,011002
"Census Tract 104.02, Etowah County, Alabama",720,2112,5072,0,1452,5072,4098,2372,490,54,490,390000,168200,0,1622,2112,01,055,010402
"Census Tract 106.01, Etowah County, Alabama",716,1948,5149,0,1268,5149,4068,2327,327,37,327,172700,146200,0,1621,1948,01,055,010601
"Census Tract 4, Randolph County, Alabama",564,1867,4852,0,1203,4750,3910,2165,591,50,591,338800,86500,40,1276,1867,01,111,000400
"Census Tract 3, Randolph County, Alabama",684,1717,4052,0,989,3962,3346,2976,456,40,456,175200,116700,66,1261,1717,01,111,000300
"Census Tract 5, Randolph County, Alabama",800,2023,4941,0,1332,4879,4020,2463,568,89,568,308300,73500,45,1455,2023,01,111,000500
"Census Tract 6, Randolph County, Alabama",429,713,2190,0,392,2190,1754,910,190,0,190,66000,85100,0,523,713,01,111,000600
"Census Tract 2, Randolph County, Alabama",859,1135,2968,0,675,2968,2381,1511,237,29,237,117700,92000,0,898,1135,01,111,000200
"Census Tract 1, Randolph County, Alabama",559,1412,3527,10,755,3527,2708,2018,377,0,377,140200,87200,46,1035,1412,01,111,000100
"Census Tract 420.03, Lee County, Alabama",1074,1152,3626,7,902,3586,2729,1346,382,52,382,318700,130600,83,770,1152,01,081,042003
"Census Tract 420.06, Lee County, Alabama",719,792,1835,0,538,1827,1619,928,210,66,210,144800,123200,19,582,792,01,081,042006
"Census Tract 421.02, Lee County, Alabama",834,2554,7427,38,1911,7427,5787,2801,533,0,533,383900,149400,17,2021,2554,01,081,042102
"Census Tract 420.05, Lee County, Alabama",830,1782,4992,9,1492,4967,3862,1967,426,51,426,318400,117200,95,1356,1782,01,081,042005
"Census Tract 420.04, Lee County, Alabama",948,4284,12833,0,3458,12365,9615,4584,1233,15,1233,1232800,133700,150,3051,4284,01,081,042004
"Census Tract 421.01, Lee County, Alabama",872,1377,3379,0,867,3379,2631,1503,253,0,253,179100,103100,24,1124,1377,01,081,042101
"Census Tract 409.01, Lee County, Alabama",1005,1516,4214,14,1246,4214,3412,1601,726,41,726,695300,227200,35,790,1516,01,081,040901
"Census Tract 406.03, Lee County, Alabama",759,345,711,3,301,702,689,453,141,51,141,74600,13800,21,204,345,01,081,040603
"Census Tract 406.04, Lee County, Alabama",697,2186,4958,103,1848,4958,4629,2751,1114,331,1114,924300,18600,0,1072,2186,01,081,040604
"Census Tract 208.02, Dale County, Alabama",640,1690,4208,0,1083,4074,3341,2030,447,75,447,270800,119000,0,1243,1690,01,045,020802
"Census Tract 9622, Tallapoosa County, Alabama",625,1958,4571,0,1272,4502,3773,2142,589,0,589,331700,118500,0,1369,1958,01,123,962200
"Census Tract 9619, Tallapoosa County, Alabama",575,982,2501,3,594,2501,1967,1242,135,5,135,27700,88800,2,847,982,01,123,961900
"Census Tract 9620, Tallapoosa County, Alabama",763,1698,4090,0,1102,4090,3239,1967,538,0,538,321500,103800,0,1160,1698,01,123,962000
"Census Tract 9623, Tallapoosa County, Alabama",598,2267,5963,0,1575,5810,4780,3080,909,73,909,449400,89300,0,1358,2267,01,123,962300
"Census Tract 9625.01, Tallapoosa County, Alabama",755,1853,4156,0,1105,4156,3597,2820,296,31,296,233800,170100,64,1557,1853,01,123,962501
"Census Tract 9624, Tallapoosa County, Alabama",666,1583,4441,0,944,4189,3533,1927,491,77,491,316600,95500,7,1092,1583,01,123,962400
"Census Tract 352, Wilcox County, Alabama",491,556,1627,0,234,1598,1210,1048,141,12,141,11600,49700,1,415,556,01,131,035200
"Census Tract 347, Wilcox County, Alabama",788,547,1530,0,163,1530,1113,783,171,0,171,34900,50400,10,376,547,01,131,034700
"Census Tract 351, Wilcox County, Alabama",507,1069,3244,0,593,3244,2591,1516,368,0,368,75900,80200,31,701,1069,01,131,035100
"Census Tract 348, Wilcox County, Alabama",476,1669,4518,0,879,4249,3646,2362,773,13,773,201800,99500,24,896,1669,01,131,034800
"Census Tract 114, Sumter County, Alabama",419,598,1716,0,340,1716,1317,983,152,14,152,52600,72200,5,446,598,01,119,011400
"Census Tract 115, Sumter County, Alabama",519,1772,4617,0,1074,4492,3721,2227,486,23,486,223500,46400,15,1286,1772,01,119,011500
"Census Tract 113, Sumter County, Alabama",555,2182,5584,13,1165,5574,4720,2977,1049,85,1049,498800,93700,7,1133,2182,01,119,011300
"Census Tract 9562.02, Dallas County, Alabama",668,812,1992,0,568,1992,1585,966,137,17,137,79600,96100,0,675,812,01,047,956202
"Census Tract 118.01, Lauderdale County, Alabama",495,1884,4670,0,1102,4670,3723,2097,347,6,347,126100,119700,3,1537,1884,01,077,011801
"Census Tract 9562.01, Dallas County, Alabama",663,1134,2787,0,654,2787,2101,1259,300,0,300,137600,67700,0,834,1134,01,047,956201
"Census Tract 9572, Dallas County, Alabama",659,597,1366,0,344,1366,1059,746,200,22,200,98100,59400,0,397,597,01,047,957200
"Census Tract 9567.02, Dallas County, Alabama",698,667,1612,0,433,1612,1259,860,218,32,218,145400,107700,25,449,667,01,047,956702
"Census Tract 9567.01, Dallas County, Alabama",1084,784,1962,0,536,1962,1578,861,162,0,162,144800,130800,35,622,784,01,047,956701
"Census Tract 9569, Dallas County, Alabama",456,1024,2377,0,467,2377,1916,1446,221,64,221,61900,52500,4,803,1024,01,047,956900
"Census Tract 9566, Dallas County, Alabama",642,1203,2897,0,803,2897,2233,1728,629,135,629,374200,88200,89,574,1203,01,047,956600
"Census Tract 9568, Dallas County, Alabama",454,1050,2744,0,615,2597,2035,1278,566,0,566,244600,135300,24,484,1050,01,047,956800
"Census Tract 9565, Dallas County, Alabama",513,1378,3195,0,814,3195,2601,1587,948,47,948,457700,57000,0,430,1378,01,047,956500
"Census Tract 9564, Dallas County, Alabama",584,1169,3075,0,562,2965,2257,1412,826,24,826,458700,71200,41,343,1169,01,047,956400
"Census Tract 9563, Dallas County, Alabama",606,1540,3776,0,874,3762,2829,1667,825,65,825,479800,80500,0,715,1540,01,047,956300
"Census Tract 9561, Dallas County, Alabama",655,2470,6190,0,1644,6190,5295,2819,764,41,764,430400,103300,0,1706,2470,01,047,956100
"Census Tract 304.05, Shelby County, Alabama",668,495,1435,0,304,1412,1253,588,172,12,172,130100,85000,6,323,495,01,117,030405
"Census Tract 9571, Dallas County, Alabama",661,628,1448,0,424,1448,1190,807,99,15,99,49100,48100,33,529,628,01,047,957100
"Census Tract 9570, Dallas County, Alabama",604,522,1231,0,263,1215,1016,845,194,0,194,56700,72900,18,328,522,01,047,957000
"Census Tract 9573, Dallas County, Alabama",703,1509,4103,28,949,4089,2848,2028,643,104,643,314800,59800,28,866,1509,01,047,957300
"Census Tract 304.06, Shelby County, Alabama",727,1205,3443,0,903,3443,2609,1476,470,106,470,335900,150600,0,735,1205,01,117,030406
"Census Tract 307.03, Shelby County, Alabama",561,1464,3975,0,902,3964,3247,1589,457,33,457,282900,139500,24,1007,1464,01,117,030703
"Census Tract 305.02, Shelby County, Alabama",990,889,2656,6,688,2656,1986,983,88,0,88,96900,168400,15,801,889,01,117,030502
"Census Tract 303.44, Shelby County, Alabama",1011,1370,3064,0,1099,3064,2505,1451,389,29,389,425500,208300,0,981,1370,01,117,030344
"Census Tract 303.42, Shelby County, Alabama",-666666666,719,2371,7,638,2371,1887,729,52,0,52,,323100,10,667,719,01,117,030342
"Census Tract 303.41, Shelby County, Alabama",1021,1005,2440,0,830,2440,1824,1092,492,27,492,517400,154000,40,513,1005,01,117,030341
"Census Tract 303.40, Shelby County, Alabama",780,1957,6003,0,1711,6003,4615,2049,235,25,235,197900,166100,67,1722,1957,01,117,030340
"Census Tract 303.33, Shelby County, Alabama",1431,2033,5168,0,1523,5113,4134,2110,156,26,156,238400,314700,25,1877,2033,01,117,030333
"Census Tract 303.32, Shelby County, Alabama",1458,463,1244,0,374,1239,1050,487,38,16,38,35300,184100,0,425,463,01,117,030332
"Census Tract 116, Sumter County, Alabama",710,521,1167,0,310,1164,1030,646,112,0,112,48600,85000,0,409,521,01,119,011600
"Census Tract 9819.01, Calhoun County, Alabama",-666666666,4,8,0,0,8,8,4,0,0,0,-666666666,-666666666,0,4,4,01,015,981901
"Census Tract 9819.02, Calhoun County, Alabama",-666666666,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,01,015,981902
"Census Tract 9557.01, Cherokee County, Alabama",592,1464,3474,11,804,3474,2804,2487,385,37,385,203700,105500,144,1079,1464,01,019,955701
"Census Tract 9557.02, Cherokee County, Alabama",643,1585,3632,7,779,3632,2936,2348,281,42,281,127000,87400,62,1304,1585,01,019,955702
"Census Tract 114.08, Baldwin County, Alabama",1049,284,708,0,148,708,688,2672,60,1576,60,56700,300000,181,224,284,01,003,011408
"Census Tract 116.01, Baldwin County, Alabama",879,2330,7131,0,1541,7091,5633,3027,627,137,627,468000,167000,39,1703,2330,01,003,011601
"Census Tract 114.05, Baldwin County, Alabama",1144,1933,4386,0,1149,4386,3832,8102,364,2924,364,374100,364600,503,1569,1933,01,003,011405
"Census Tract 115.02, Baldwin County, Alabama",791,5094,11801,0,3819,11801,9896,6255,1933,635,1933,1452100,167600,315,3161,5094,01,003,011502
"Census Tract 114.06, Baldwin County, Alabama",979,1516,3331,0,1079,3331,2776,7305,731,3857,731,687100,184600,272,785,1516,01,003,011406
"Census Tract 114.07, Baldwin County, Alabama",938,2588,5123,0,1232,5115,4957,7502,597,3035,597,578200,234300,304,1991,2588,01,003,011407
"Census Tract 115.01, Baldwin County, Alabama",550,2682,6334,0,1523,6194,5397,2924,695,27,695,458300,143700,107,1987,2682,01,003,011501
"Census Tract 109.05, Baldwin County, Alabama",799,3282,8009,0,2392,7999,6611,3548,1016,203,1016,631400,145700,40,2266,3282,01,003,010905
"Census Tract 111.01, Baldwin County, Alabama",897,3762,10485,0,2507,10469,8119,3964,774,45,774,756700,220600,0,2988,3762,01,003,011101
"Census Tract 14.02, Madison County, Alabama",829,2664,5067,0,2122,4992,4324,2858,2076,150,2076,1689500,118600,0,588,2664,01,089,001402
"Census Tract 4.03, Madison County, Alabama",860,1809,4709,23,1425,4709,3986,2069,428,28,428,293800,107800,24,1381,1809,01,089,000403
"Census Tract 12.02, Calhoun County, Alabama",916,1593,4156,0,1179,4150,3307,1714,405,0,405,337400,114100,26,1188,1593,01,015,001202
"Census Tract 12.01, Calhoun County, Alabama",646,1220,3184,6,802,3006,2689,1581,659,49,659,402000,134600,48,561,1220,01,015,001201
"Census Tract 7, Calhoun County, Alabama",635,1138,2832,15,691,2627,2267,1462,529,72,529,331000,74800,23,609,1138,01,015,000700
"Census Tract 9819.03, Calhoun County, Alabama",-666666666,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,01,015,981903
"Census Tract 144.13, Jefferson County, Alabama",1965,3625,9853,0,3139,9853,7446,3927,244,0,244,367800,275900,136,3381,3625,01,073,014413
"Census Tract 202.01, Limestone County, Alabama",597,1983,5396,0,1384,5396,4059,2056,632,15,632,305300,87500,0,1351,1983,01,083,020201
"Census Tract 202.02, Limestone County, Alabama",814,1833,5145,0,1317,5102,4051,2011,301,16,301,151600,132800,92,1532,1833,01,083,020202
"Census Tract 201.02, Limestone County, Alabama",670,2370,5772,0,1618,5769,4711,2620,522,36,522,319300,131300,68,1848,2370,01,083,020102
"Census Tract 201.01, Limestone County, Alabama",709,1503,4808,14,1115,4808,3683,1681,309,51,309,199200,112200,27,1194,1503,01,083,020101
"Census Tract 200, Dale County, Alabama",1269,1299,5149,0,1289,3204,3504,1529,1299,124,1299,1484000,-666666666,0,0,1299,01,045,020000
"Census Tract 129.14, Jefferson County, Alabama",1243,1037,2023,0,577,1998,1843,1151,547,25,547,805500,293100,9,490,1037,01,073,012914
"Census Tract 129.15, Jefferson County, Alabama",934,2524,6236,10,1914,6236,4830,2753,1038,59,1038,1159400,301700,102,1486,2524,01,073,012915
"Census Tract 140.01, Jefferson County, Alabama",1059,1458,3734,0,1022,3734,3012,1563,176,0,176,173800,130900,31,1282,1458,01,073,014001
"Census Tract 140.02, Jefferson County, Alabama",911,1221,3715,0,854,3715,3015,1348,120,10,120,115100,185400,72,1101,1221,01,073,014002
"Census Tract 59.10, Jefferson County, Alabama",850,2179,5819,11,1795,5819,4414,2377,756,127,756,592200,148600,51,1423,2179,01,073,005910
"Census Tract 111.09, Jefferson County, Alabama",1167,1624,4117,0,1187,4102,3304,1725,254,38,254,335100,236600,8,1370,1624,01,073,011109
"Census Tract 111.11, Jefferson County, Alabama",876,2809,7927,0,2277,7840,6270,3154,363,157,363,333200,217700,144,2446,2809,01,073,011111
"Census Tract 111.08, Jefferson County, Alabama",978,1902,4859,0,1486,4859,3815,2040,467,92,467,459200,251000,0,1435,1902,01,073,011108
"Census Tract 51.04, Jefferson County, Alabama",836,1908,4032,21,1660,4032,3185,2363,1672,394,1672,1358300,54700,0,236,1908,01,073,005104
"Census Tract 49.02, Jefferson County, Alabama",736,1558,3091,8,1273,3049,2838,2125,1282,221,1282,986100,185700,29,276,1558,01,073,004902
"Census Tract 49.01, Jefferson County, Alabama",732,847,1134,20,650,1134,1114,1067,722,94,722,528100,296900,14,125,847,01,073,004901
"Census Tract 123.05, Jefferson County, Alabama",1186,2865,7733,0,2123,7728,6156,3032,194,0,194,221200,148600,16,2671,2865,01,073,012305
"Census Tract 123.04, Jefferson County, Alabama",967,960,2735,0,707,2617,2145,1063,250,0,250,257000,144400,0,710,960,01,073,012304
"Census Tract 51.03, Jefferson County, Alabama",842,1328,2947,9,870,2947,2464,1532,408,10,408,343400,88400,0,920,1328,01,073,005103
"Census Tract 59.09, Jefferson County, Alabama",1090,1023,2798,0,836,2798,2127,1108,279,0,279,275600,95800,49,744,1023,01,073,005909
"Census Tract 302.17, Shelby County, Alabama",1386,2151,5674,0,1474,5674,4568,2324,294,43,294,463800,515500,56,1857,2151,01,117,030217
"Census Tract 302.16, Shelby County, Alabama",1133,2826,7800,0,2357,7778,6114,3097,284,0,284,372000,388900,130,2542,2826,01,117,030216
"Census Tract 302.13, Shelby County, Alabama",996,1914,4613,0,1543,4613,3897,2147,690,121,690,701300,363400,28,1224,1914,01,117,030213
"Census Tract 302.12, Shelby County, Alabama",982,1869,3394,0,1665,3394,2917,2263,1607,311,1607,1630900,225400,40,262,1869,01,117,030212
"Census Tract 302.11, Shelby County, Alabama",-666666666,1062,3114,0,849,3114,2349,1139,54,8,54,83300,296400,0,1008,1062,01,117,030211
"Census Tract 301.02, Shelby County, Alabama",595,1460,4117,0,979,4106,3242,1787,247,13,247,134800,97200,0,1213,1460,01,117,030102
"Census Tract 304.07, Shelby County, Alabama",764,523,2197,0,362,2195,2140,551,400,28,400,272700,179800,0,123,523,01,117,030407
"Census Tract 303.45, Shelby County, Alabama",1391,1044,3037,0,893,3037,2455,1116,84,0,84,88300,265100,8,960,1044,01,117,030345
"Census Tract 302.15, Shelby County, Alabama",1596,1638,4293,0,1421,4293,3272,1776,173,28,173,249200,172600,33,1465,1638,01,117,030215
"Census Tract 309, Shelby County, Alabama",708,990,2462,0,603,2462,2091,1207,168,0,168,95700,86700,12,822,990,01,117,030900
"Census Tract 305.01, Shelby County, Alabama",664,2516,7119,0,2013,7080,5226,2914,577,135,577,315600,149900,0,1939,2516,01,117,030501
"Census Tract 304.08, Shelby County, Alabama",745,1247,3021,0,820,3021,2439,1536,329,60,329,134600,86700,0,918,1247,01,117,030408
"Census Tract 301.03, Shelby County, Alabama",175,348,886,0,224,886,731,412,63,8,63,17300,169300,10,285,348,01,117,030103
"Census Tract 302.14, Shelby County, Alabama",1007,2750,8686,0,2176,8642,6458,3028,151,78,151,159300,230700,119,2599,2750,01,117,030214
"Census Tract 303.36, Shelby County, Alabama",1699,2316,6800,0,2016,6800,4718,2428,61,0,61,64300,204800,0,2255,2316,01,117,030336
"Census Tract 1893, Pike County, Alabama",552,1546,3797,2,934,3797,3218,2149,558,178,558,250500,75900,76,988,1546,01,109,189300
"Census Tract 1890, Pike County, Alabama",680,3051,7424,0,2427,7230,6225,3969,1241,751,1241,993100,159900,92,1810,3051,01,109,189000
"Census Tract 1891, Pike County, Alabama",619,2206,6968,0,1334,6968,5933,2792,1307,266,1307,784400,115000,113,899,2206,01,109,189100
"Census Tract 1887, Pike County, Alabama",472,574,1622,0,412,1622,1312,870,128,77,128,35800,74000,7,446,574,01,109,188700
"Census Tract 1886, Pike County, Alabama",588,746,1870,0,471,1864,1512,1008,156,6,156,48300,97000,36,590,746,01,109,188600
"Census Tract 1892, Pike County, Alabama",618,1090,3146,1,708,3146,2517,1349,234,73,234,98800,82400,31,856,1090,01,109,189200
"Census Tract 1889, Pike County, Alabama",635,2126,5767,0,1340,5761,4733,2668,1215,177,1215,853500,139700,29,911,2126,01,109,188900
"Census Tract 1888, Pike County, Alabama",798,945,2693,0,691,2693,2048,1205,168,6,168,80800,100100,83,777,945,01,109,188800
"Census Tract 303.34, Shelby County, Alabama",977,1428,4044,0,1173,4044,3131,1428,77,0,77,76200,272000,0,1351,1428,01,117,030334
"Census Tract 9800, Shelby County, Alabama",-666666666,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,01,117,980000
"Census Tract 307.04, Shelby County, Alabama",583,1457,3798,0,871,3798,3051,2482,111,25,111,59200,162900,110,1346,1457,01,117,030704
"Census Tract 303.37, Shelby County, Alabama",844,641,1848,0,531,1848,1401,677,92,0,92,53100,150200,25,549,641,01,117,030337
"Census Tract 111.02, Baldwin County, Alabama",989,1540,4296,0,1086,4296,3244,1777,140,114,140,116300,190100,33,1400,1540,01,003,011102
"Census Tract 9900, Baldwin County, Alabama",-666666666,0,0,0,0,0,0,0,0,0,0,-666666666,-666666666,0,0,0,01,003,990000
"Census Tract 109.06, Baldwin County, Alabama",829,1697,5473,0,1180,5352,3961,1875,491,27,491,365000,131400,27,1206,1697,01,003,010906
"Census Tract 109.03, Baldwin County, Alabama",794,1754,5688,0,1257,4978,4788,2038,462,48,462,333600,133900,84,1292,1754,01,003,010903
"Census Tract 109.04, Baldwin County, Alabama",788,2217,6342,0,1391,6311,5185,3033,347,153,347,155900,150600,34,1870,2217,01,003,010904
"Census Tract 116.02, Baldwin County, Alabama",936,2326,5455,0,1126,5408,4877,3181,198,31,198,101500,138000,110,2128,2326,01,003,011602
"Census Tract 144.09, Jefferson County, Alabama",1072,1299,3341,0,933,3244,2706,1401,302,34,302,308200,253700,0,997,1299,01,073,014409
"Census Tract 144.12, Jefferson County, Alabama",1196,1596,4430,0,1266,4430,3378,1700,200,0,200,202100,217300,43,1396,1596,01,073,014412
"Census Tract 9611, DeKalb County, Alabama",718,1097,3271,0,720,3150,2620,1397,367,96,367,263800,103900,60,730,1097,01,049,961100
"Census Tract 9604, DeKalb County, Alabama",843,2186,5737,0,1436,5737,4888,2685,514,68,514,309700,115700,181,1672,2186,01,049,960400
"Census Tract 9606, DeKalb County, Alabama",446,2072,5941,0,1334,5934,4484,2632,600,162,600,230900,92500,108,1472,2072,01,049,960600
"Census Tract 9602, DeKalb County, Alabama",575,1180,3070,0,694,3064,2504,1526,276,59,276,121900,73100,35,904,1180,01,049,960200
"Census Tract 9605, DeKalb County, Alabama",637,2099,5441,0,1250,5441,4314,2502,464,133,464,199500,103100,84,1635,2099,01,049,960500
"Census Tract 9608, DeKalb County, Alabama",470,1542,4860,0,925,4661,3760,1824,515,71,515,210900,84900,41,1027,1542,01,049,960800
"Census Tract 9612, DeKalb County, Alabama",894,853,2358,0,615,2358,1786,938,51,14,51,26600,172000,7,802,853,01,049,961200
"Census Tract 9614, DeKalb County, Alabama",686,1531,4265,0,923,4265,3275,2437,296,44,296,126300,144300,149,1235,1531,01,049,961400
"Census Tract 9603, DeKalb County, Alabama",539,2763,7686,7,1811,7686,6146,3120,807,69,807,411000,106800,140,1956,2763,01,049,960300
"Census Tract 9609, DeKalb County, Alabama",603,1397,3679,0,953,3406,2989,1841,583,81,583,312800,104300,117,814,1397,01,049,960900
"Census Tract 9613, DeKalb County, Alabama",521,2118,5783,0,1437,5783,3891,2589,1018,135,1018,512100,103800,112,1100,2118,01,049,961300
"Census Tract 9610, DeKalb County, Alabama",607,1531,4067,0,885,4067,3278,1871,359,27,359,165800,99100,82,1172,1531,01,049,961000
"Census Tract 9601, DeKalb County, Alabama",545,2337,5903,0,1485,5903,5031,2695,604,106,604,182000,110300,26,1733,2337,01,049,960100
"Census Tract 9607, DeKalb County, Alabama",624,2776,9133,5,1959,8993,6712,3327,873,91,873,396600,67800,185,1903,2776,01,049,960700
"Census Tract 9706, Escambia County, Alabama",580,1383,3866,0,706,3866,2887,1931,484,160,484,238800,70800,0,899,1383,01,053,970600
"Census Tract 9701, Escambia County, Alabama",641,1713,3994,0,985,3952,3319,2136,512,22,512,285100,131300,0,1201,1713,01,053,970100
"Census Tract 9702, Escambia County, Alabama",482,627,1788,0,307,1589,1427,871,166,0,166,69200,86900,0,461,627,01,053,970200
"Census Tract 9704, Escambia County, Alabama",479,1040,5563,0,627,3093,4792,1269,236,9,236,117300,103000,0,804,1040,01,053,970400
"Census Tract 9707, Escambia County, Alabama",622,1473,4111,0,929,4084,3208,1761,528,49,528,303800,124800,29,945,1473,01,053,970700
"Census Tract 9698, Escambia County, Alabama",525,2247,5598,0,1163,5598,4480,2848,759,78,759,362700,80700,15,1488,2247,01,053,969800
"Census Tract 9703, Escambia County, Alabama",527,1296,3739,0,680,3739,2923,1648,273,57,273,118700,76200,8,1023,1296,01,053,970300
"Census Tract 9705, Escambia County, Alabama",626,1901,4793,0,1307,4793,3920,2308,491,46,491,272600,109500,93,1410,1901,01,053,970500
"Census Tract 9699, Escambia County, Alabama",643,1546,4169,12,1027,4169,3249,1784,287,61,287,138100,88800,0,1259,1546,01,053,969900
"Census Tract 302, Lamar County, Alabama",483,1760,4070,0,1073,4070,3381,2109,381,12,381,137100,72800,2,1379,1760,01,075,030200
"Census Tract 300, Lamar County, Alabama",393,2025,4572,6,1280,4572,3508,2511,583,52,583,200700,71000,21,1442,2025,01,075,030000
"Census Tract 301, Lamar County, Alabama",391,2234,5379,24,1465,5214,4390,2770,495,41,495,184300,71300,26,1739,2234,01,075,030100
"Census Tract 9527, Butler County, Alabama",533,774,2089,0,575,1985,1789,1127,361,80,361,152400,169500,103,413,774,01,013,952700
"Census Tract 9529, Butler County, Alabama",635,731,2351,0,505,2351,1744,984,275,53,275,156900,126400,190,456,731,01,013,952900
"Census Tract 9530, Butler County, Alabama",669,543,1523,0,368,1523,1244,840,140,55,140,83800,87200,113,403,543,01,013,953000
"Census Tract 408, Houston County, Alabama",699,3203,8618,0,2189,8606,6549,3766,1010,181,1010,692000,146100,75,2193,3203,01,069,040800
"Census Tract 414, Houston County, Alabama",552,1145,3427,0,737,3177,2705,1514,603,61,603,325000,79000,23,542,1145,01,069,041400
"Census Tract 421, Houston County, Alabama",899,2652,7202,15,2109,7202,5547,3133,460,62,460,382000,108500,101,2192,2652,01,069,042100
"Census Tract 409, Houston County, Alabama",723,1853,5050,0,1416,5041,3971,2070,593,118,593,424500,141700,24,1260,1853,01,069,040900
"Census Tract 417, Houston County, Alabama",555,552,1279,3,308,1279,1034,675,138,0,138,37100,69100,18,414,552,01,069,041700
"Census Tract 404, Houston County, Alabama",661,994,2473,0,638,2473,1948,1193,243,30,243,158100,184400,64,751,994,01,069,040400
"Census Tract 402.01, Houston County, Alabama",945,3903,9825,6,2978,9637,7775,4277,1421,154,1421,1410900,188100,68,2482,3903,01,069,040201
"Census Tract 402.02, Houston County, Alabama",827,3221,8580,0,2402,8523,6873,3567,887,138,887,797600,210600,75,2334,3221,01,069,040202
"Census Tract 412, Houston County, Alabama",469,898,2236,3,445,2228,1668,1191,690,93,690,320400,79700,29,208,898,01,069,041200
"Census Tract 405, Houston County, Alabama",733,1521,3607,0,1043,3604,2895,1754,545,112,545,406300,155400,31,976,1521,01,069,040500
"Census Tract 415, Houston County, Alabama",564,1607,4000,0,1034,4000,3210,1949,706,85,706,352800,100500,36,901,1607,01,069,041500
"Census Tract 420, Houston County, Alabama",629,2168,5824,2,1394,5824,4768,2630,441,65,441,222400,88900,42,1727,2168,01,069,042000
"Census Tract 401, Houston County, Alabama",742,2079,5535,0,1589,5514,4630,2302,411,43,411,321300,178600,13,1668,2079,01,069,040100
"Census Tract 407, Houston County, Alabama",816,1012,2966,0,674,2966,2271,1162,445,71,445,350000,85700,16,567,1012,01,069,040700
"Census Tract 410, Houston County, Alabama",685,1870,5204,4,1220,5134,4006,2222,1023,160,1023,688100,75600,40,847,1870,01,069,041000
"Census Tract 411, Houston County, Alabama",772,1447,3672,3,1017,3670,3027,1799,721,127,721,509800,87400,52,726,1447,01,069,041100
"Census Tract 418, Houston County, Alabama",586,803,2040,0,452,2040,1736,1052,137,6,137,59800,76600,19,666,803,01,069,041800
"Census Tract 419, Houston County, Alabama",697,2842,7669,3,1878,7669,6191,3476,689,199,689,416200,100700,48,2153,2842,01,069,041900
"Census Tract 416, Houston County, Alabama",742,1975,5147,0,1259,5147,4078,2384,578,122,578,387500,92000,41,1397,1975,01,069,041600
"Census Tract 406, Houston County, Alabama",565,786,2184,4,374,2014,1601,1118,582,112,582,292300,51000,5,204,786,01,069,040600
"Census Tract 9507, Jackson County, Alabama",634,1799,4659,0,1176,4659,3484,2274,611,204,611,358400,112900,34,1188,1799,01,071,950700
"Census Tract 9511, Jackson County, Alabama",617,2590,6993,0,1637,6988,5665,3213,615,122,615,297900,114700,32,1975,2590,01,071,951100
"Census Tract 9502, Jackson County, Alabama",478,1404,3173,0,814,3173,2585,1662,416,83,416,157200,102800,45,988,1404,01,071,950200
"Census Tract 9503, Jackson County, Alabama",535,2137,5708,0,1307,5619,4409,2734,689,181,689,261500,81400,126,1448,2137,01,071,950300
"Census Tract 9506, Jackson County, Alabama",686,2168,5812,2,1457,5808,4796,2844,608,232,608,356100,90400,207,1560,2168,01,071,950600
"Census Tract 9501, Jackson County, Alabama",617,2576,6210,0,1562,6210,5139,3030,590,22,590,206900,104100,133,1986,2576,01,071,950100
